STATE_NAME,DISTRICT_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,NO_OF_BRIDGES_COMPLETED,NO_OF_ROAD_WORKS_BALANCE,NO_OF_BRIDGES_BALANCE,LENGTH_OF_ROAD_WORK_SANCTIONED_KM,COST_OF_WORKS_SANCTIONED_LAKHS,LENGTH_OF_ROAD_WORK_COMPLETED_KM,EXPENDITURE_OCCURED_LAKHS,LENGTH_OF_ROAD_WORK_BALANCE_KM
Meghalaya,"West Khasi Hills",PMGSY-III,22,6,3,0,19,6,195.116,238.92382,32.51,23.9793,162.606
Mizoram,Aizawl,PMGSY-II,1,0,1,0,0,0,46,76.221,46,75.3609,0
Mizoram,Aizawl,PMGSY-III,3,1,0,0,3,1,63.954,68.27208,64.15,2.5389,-0.196
Mizoram,Champhai,PMGSY-III,4,0,0,0,4,0,94.64,103.35239,16.87,13.9489,77.77
Mizoram,Lawngtlai,PMGSY-III,1,0,0,0,1,0,29.1,43.655,29.1,0,0
Mizoram,Lunglei,PMGSY-II,1,0,1,0,0,0,30.5,40.8027,30.2,38.4925,0
Mizoram,Saiha,PMGSY-I,41,0,41,0,0,0,638.51,346.0749,635.73,346.4661,0
Nagaland,Dimapur,PMGSY-I,25,2,25,2,0,0,238.51,53.1738,238.51,50.9683,0
Nagaland,Dimapur,PMGSY-II,1,0,1,0,0,0,12.7,11.1485,12.7,11.1208,0
Nagaland,Kohima,PMGSY-III,3,0,0,0,3,0,57.39,45.121,0,0,57.39
Nagaland,Longleng,PMGSY-I,15,2,15,2,0,0,192.5,43.2802,192.5,42.3356,0
Nagaland,Mokokchung,PMGSY-III,3,0,0,0,3,0,36.07,30.593,0,1.4988,36.07
Nagaland,Mon,PMGSY-III,7,0,0,0,7,0,91.13,92.6729,0,9.2956,91.13
Nagaland,Peren,PMGSY-III,1,0,0,0,1,0,21.03,17.0424,0,3.4344,21.03
Nagaland,Tseminyu,PMGSY-I,7,2,7,2,0,0,73,23.6553,73,23.9566,0
Nagaland,Tseminyu,PMGSY-II,1,0,1,0,0,0,19,17.4991,19,15.9156,0
Nagaland,Tseminyu,PMGSY-III,1,0,0,0,1,0,6,4.7399,0,0,6
Nagaland,Wokha,PMGSY-II,1,0,1,0,0,0,18,15.4289,18,15.5631,0
Odisha,Balangir,PMGSY-II,20,4,20,4,0,0,168.095,63.79086,164.485,53.508,0
Odisha,Bargarh,PMGSY-II,23,0,23,0,0,0,143.675,56.40737,140.469,48.4113,0
Odisha,Boudh,PMGSY-I,167,7,167,7,0,0,593.565,202.2419,552.904,186.9243,0
Odisha,Boudh,PMGSY-II,6,0,6,0,0,0,35.901,14.6532,35.71,13.4258,0
Odisha,Cuttack,PMGSY-II,38,0,38,0,0,0,176.735,82.10892,177.179,97.7685,0
Odisha,Deogarh,PM-JANMAN,4,0,1,0,3,0,24.67,22.0606,2.198,0,22.67
Odisha,Dhenkanal,PMGSY-III,35,0,35,0,0,0,286.46,181.3097,276.795,162.7647,0
Odisha,Ganjam,PMGSY-II,43,2,43,2,0,0,288.931,123.91889,287.349,113.585,0
Odisha,Kalahandi,PMGSY-II,33,8,33,8,0,0,152.462,106.4189,149.833,92.3227,0
Odisha,Kalahandi,PM-JANMAN,10,2,0,0,10,2,19.75,24.7942,0,0,19.75
Odisha,Kandhamal,PMGSY-II,27,0,27,0,0,0,144.974,58.3083,142.047,49.4905,0
Odisha,Kendrapara,PMGSY-III,40,0,28,0,12,0,255.151,150.9246,218.427,120.2489,31.843
Odisha,Keonjhar,PM-JANMAN,4,0,0,0,4,0,6.43,5.6012,0,0,6.43
Odisha,Koraput,PMGSY-I,904,40,901,40,3,0,3787.363,1917.56035,3635.624,1964.5065,2.707
Odisha,Koraput,RCPLWEA,19,2,18,0,1,2,146.768,140.64949,140.469,123.5026,5.087
Odisha,Mayurbhanj,PMGSY-III,117,14,111,14,6,0,780.786,515.18333,768.611,468.868,0.572
Odisha,Nuapara,PMGSY-I,307,6,307,6,0,0,1391.95,527.444,1369.974,492.7082,0
Odisha,Puri,PMGSY-II,24,0,24,0,0,0,126.72,54.52572,124.129,46.4256,0
Odisha,Rayagada,PMGSY-I,602,21,602,21,0,0,3094.46,1241.08408,2942.946,1280.1645,0
Odisha,Rayagada,RCPLWEA,1,0,1,0,0,0,1.8,1.29913,1.8,1.3596,0
Odisha,Sundargarh,PM-JANMAN,3,0,0,0,3,0,3.7,3.5727,0,0,3.7
Punjab,Amritsar,PMGSY-I,73,0,73,0,0,0,396.395,172.0362,395.96,158.7712,0
Punjab,"Fatehgarh Sahib",PMGSY-III,3,1,3,0,0,1,31.239,25.09418,31.239,19.0243,0
Punjab,Fazilka,PMGSY-I,54,0,54,0,0,0,355.07,133.6194,355.065,125.5614,0
Punjab,Fazilka,PMGSY-II,10,1,10,1,0,0,96.7,66.24525,96.6,62.361,0
Punjab,Ludhiana,PMGSY-II,12,0,12,0,0,0,132.74,83.1042,132.56,83.1156,0
Punjab,Moga,PMGSY-I,27,0,27,0,0,0,294.62,116.9546,294.62,108.2488,0
Punjab,Mohali,PMGSY-I,8,0,8,0,0,0,63.47,28.1931,62.97,25.1317,0
Punjab,Sangrur,PMGSY-I,52,0,52,0,0,0,499.49,217.7255,498.75,200.7852,0
Rajasthan,Ajmer,PMGSY-II,8,0,8,0,0,0,84.564,30.2538,84.564,23.3698,0
Rajasthan,Ajmer,PMGSY-III,18,3,18,0,0,3,211.211,151.16881,211.21,122.7307,0
Rajasthan,Alwar,PMGSY-II,10,0,10,0,0,0,76.44,29.7435,76.44,24.4709,0
Rajasthan,Baran,PMGSY-III,23,0,23,0,0,0,182.164,96.8485,182.562,83.4376,0
Rajasthan,Beawar,PMGSY-I,174,0,174,0,0,0,607.68,104.0071,593.4,92.2855,0
Rajasthan,Bharatpur,PMGSY-I,224,0,224,0,0,0,633.95,122.406,620.03,113.8762,0
Rajasthan,Bhilwara,PMGSY-III,30,0,30,0,0,0,253.947,148.16272,253.206,119.7457,0
Rajasthan,Bundi,PMGSY-I,282,1,282,1,0,0,1006.3,256.4899,989.736,241.6649,0
Rajasthan,Bundi,PMGSY-II,12,0,12,0,0,0,69.3,31.77,69.3,24.6884,0
Rajasthan,Churu,PMGSY-II,6,0,6,0,0,0,78.425,24.593,78.425,18.37,0
Rajasthan,Dholpur,PMGSY-II,5,0,5,0,0,0,42.8,17.2821,42.8,15.923,0
Rajasthan,"Didwana Kuchaman",PMGSY-III,15,0,15,0,0,0,141.75,90.3914,141.75,50.7508,0
Rajasthan,Jalor,PMGSY-I,591,0,591,0,0,0,2686.725,545.6174,2589.02,494.3969,0
Rajasthan,Jhalawar,PMGSY-II,11,0,11,0,0,0,82.2,33.0644,82.2,27.3474,0
Rajasthan,Jhalawar,PMGSY-III,13,0,13,0,0,0,104.398,48.5854,103.98,45.3376,0
Rajasthan,Jhunjhunun,PMGSY-II,16,0,16,0,0,0,112,73.1196,112.7,53.9314,0
Rajasthan,Jhunjhunun,PMGSY-III,29,0,29,0,0,0,213.025,128.0034,213.025,94.3531,0
Rajasthan,Jodhpur,PMGSY-II,9,1,9,1,0,0,94.7,46.4647,94.7,33.7623,0
Rajasthan,Karauli,PMGSY-I,284,3,284,3,0,0,980.215,212.9042,886.365,183.1236,0
Rajasthan,"Khairthal Tijara",PMGSY-I,181,0,181,0,0,0,455.68,80.9631,437.045,72.8551,0
Rajasthan,Nagaur,PMGSY-III,26,0,25,0,1,0,355.7,215.019,354.29,174.9941,0.3
Rajasthan,Pali,PMGSY-I,249,0,249,0,0,0,1100.43,204.174,1042.736,179.7651,0
Rajasthan,Pali,PMGSY-III,32,9,32,8,0,1,324.44,226.93041,322.45,179.6481,0
Rajasthan,Phalodi,PMGSY-II,4,0,4,0,0,0,45.3,14.9643,45.3,10.876,0
Rajasthan,Salumbar,PMGSY-I,377,6,377,6,0,0,1167.656,418.3223,1156.458,327.6348,0
Rajasthan,Salumbar,PMGSY-III,13,3,13,2,0,1,159.9,116.84105,158.9,86.2924,0
Rajasthan,Sawaimadhopur,PMGSY-I,282,0,282,0,0,0,1120.75,241.1723,1054.855,215.0191,0
Rajasthan,Sikar,PMGSY-II,11,0,11,0,0,0,111.89,58.14324,112.49,46.8423,0
Rajasthan,Sirohi,PMGSY-III,11,4,11,4,0,0,102.49,96.79097,100.49,75.7178,0
Rajasthan,"Sri Ganganagar",PMGSY-II,12,0,12,0,0,0,112.25,39.6163,112.25,29.3472,0
Rajasthan,Udaipur,PMGSY-I,1039,1,1039,1,0,0,3831.027,1170.45578,3717.126,971.3405,0
Sikkim,East,PMGSY-III,3,3,0,0,3,3,21.05,38.2148,14.15,7.6189,6.9
Sikkim,North,PMGSY-III,9,8,0,0,9,8,49.19,86.30697,2.1,18.1505,47.09
Sikkim,"West Sikkim",PMGSY-II,9,0,8,0,1,0,27.18,23.2758,26.48,20.5029,0.7
"Tamil Nadu",Dharmapuri,PMGSY-I,234,3,234,3,0,0,407.352,142.64677,406.367,116.9368,0
"Tamil Nadu",Dharmapuri,PMGSY-II,25,1,25,1,0,0,89.24,31.42687,89.18,31.9251,0
"Tamil Nadu",Dindigul,PMGSY-III,60,2,58,2,2,0,243.94,142.40797,240.28,130.634,0
"Tamil Nadu",Erode,PMGSY-III,43,0,43,0,0,0,167.667,85.5131,167.172,64.6937,0
"Tamil Nadu",Kallakurichi,PMGSY-III,42,4,41,1,1,3,158.214,112.13844,153.21,69.6829,4.87
"Tamil Nadu",Kanniyakumari,PMGSY-I,106,0,106,0,0,0,140.055,29.9809,135.943,18.8029,0
"Tamil Nadu",Nagapattinam,PMGSY-I,193,8,193,8,0,0,438.1,262.27358,435.949,244.6971,0
"Tamil Nadu",Nagapattinam,PMGSY-II,21,1,21,1,0,0,74.171,66.87174,74.171,72.8485,0
"Tamil Nadu",Perambalur,PMGSY-I,113,4,113,4,0,0,275.685,101.84375,275.395,92.0605,0
"Tamil Nadu",Perambalur,PMGSY-III,24,2,24,2,0,0,83.92,53.11626,83.92,46.186,0
"Tamil Nadu",Ramanathapuram,PMGSY-I,361,2,361,2,0,0,822.018,260.6557,819.181,240.7931,0
"Tamil Nadu",Ramanathapuram,PMGSY-III,64,4,58,0,6,4,282.344,196.38698,273.223,125.8053,4.19
"Tamil Nadu",Salem,PMGSY-I,304,5,304,5,0,0,630.305,184.66714,619.565,196.6479,0
"Tamil Nadu",Tenkasi,PMGSY-I,45,0,45,0,0,0,85.593,17.32462,85.593,12.8216,0
"Tamil Nadu",Theni,PMGSY-I,69,2,69,2,0,0,143.55,47.33271,138.51,33.0193,0
"Tamil Nadu",Tirupathur,PMGSY-I,83,0,83,0,0,0,150.546,38.27071,150.421,-69.0977,0
"Tamil Nadu",Tirupathur,PMGSY-II,4,0,4,0,0,0,7.024,3.312,7.024,3.8691,0
"Tamil Nadu",Tiruvannamalai,PMGSY-I,263,0,263,0,0,0,633.938,141.19902,633.948,99.9083,0
"Tamil Nadu",Vellore,PMGSY-III,26,0,20,0,6,0,128.1,77.69685,127.68,41.46,0.15
"Tamil Nadu",Virudhunagar,PMGSY-II,36,0,36,0,0,0,136.746,47.95317,136.746,49.144,0
Telangana,"Bhadradri Kothagudem",PMGSY-II,3,1,3,1,0,0,33.52,31.4236,30.52,21.5232,0
Telangana,"Jayashankar Bhoopalapally",PMGSY-III,3,0,0,0,3,0,26.067,19.118,2.6,12.2217,23.467
Telangana,"Jogulamba Gadwal",PMGSY-II,2,0,2,0,0,0,22.86,9.1898,21.366,7.2018,0
Telangana,Karimnagar,PMGSY-III,11,1,0,1,11,0,56.933,30.88998,14.17,11.6345,42.763
Telangana,Khammam,PMGSY-I,135,9,135,9,0,0,423.151,108.162,419.051,37.213,0
Telangana,"Komrambheem Asifabad",PMGSY-I,157,45,145,41,12,4,779.469,280.28829,696.027,345.2748,63.723
Telangana,Mahabubabad,PMGSY-I,177,6,174,6,3,0,418.395,163.28082,402.179,204.4024,10.56
Telangana,Medak,PMGSY-II,4,0,4,0,0,0,32.8,17.6255,31.112,14.8315,0
Telangana,Narayanpet,PMGSY-III,8,3,7,1,1,2,48.322,39.08121,38.626,24.6012,8.687
Telangana,Nirmal,PMGSY-II,1,0,1,0,0,0,9.4,2.42,4.71,2.3232,0
Telangana,Nizamabad,PMGSY-II,6,4,6,4,0,0,60.15,49.2662,61.01,46.307,0
Telangana,Peddapalli,PMGSY-III,9,2,6,0,3,2,48.181,31.19386,41.383,30.0879,5.527
Telangana,Suryapet,PMGSY-III,17,2,12,2,5,0,97.085,56.5596,75.199,40.236,20.08
Telangana,Vikarabad,PMGSY-I,84,11,84,11,0,0,263.114,49.4155,250.595,-157.4155,0
Tripura,Khowai,PMGSY-I,139,5,139,5,0,0,423.274,251.40723,414.635,245.9693,0
Tripura,Khowai,PMGSY-III,13,2,2,0,11,2,92.749,92.56916,27.86,34.1859,64.889
Tripura,"South Tripura",PMGSY-II,6,0,6,0,0,0,60.36,65.09914,59.166,70.5475,0
Tripura,"South Tripura",PMGSY-III,14,0,6,0,8,0,144.105,138.01054,47.73,43.88,94.028
Tripura,Unakoti,PMGSY-I,82,7,80,6,2,1,276.206,187.76862,263.809,172.0437,3.951
Tripura,"West Tripura",PMGSY-I,168,6,168,6,0,0,465.545,274.9518,443.853,247.0557,0
Tripura,"West Tripura",PMGSY-II,8,0,7,0,1,0,57.33,54.70353,53.118,48.1199,4.393
"Uttar Pradesh",Agra,PMGSY-I,321,0,321,0,0,0,805.525,165.8724,789.429,150.3296,0
"Uttar Pradesh",Amethi,PMGSY-III,43,0,40,0,3,0,301.508,247.0922,291.955,217.6867,7.122
"Uttar Pradesh",Auraiya,PMGSY-I,140,0,140,0,0,0,378.67,105.0773,369.13,96.9338,0
"Uttar Pradesh",Azamgarh,PMGSY-I,370,0,370,0,0,0,1023.18,281.2348,1011.782,262.8165,0
"Uttar Pradesh",Azamgarh,PMGSY-II,15,0,15,0,0,0,113.7,60.2784,111.54,54.9629,0
"Uttar Pradesh",Badaun,PMGSY-II,9,0,9,0,0,0,70.05,35.45431,69.43,29.5615,0
"Uttar Pradesh",Balrampur,PMGSY-II,16,0,16,0,0,0,109.975,74.6984,108.375,67.6892,0
"Uttar Pradesh",Bareilly,PMGSY-I,275,0,275,0,0,0,753.233,151.8216,742.463,157.9637,0
"Uttar Pradesh",Basti,PMGSY-I,272,0,272,0,0,0,785.883,244.2302,775.395,227.4427,0
"Uttar Pradesh",Basti,PMGSY-III,34,0,34,0,0,0,245.1,169.9057,244.094,149.0327,0
"Uttar Pradesh",Bulandshahr,PMGSY-II,13,0,13,0,0,0,88.285,39.91807,88.18,37.1407,0
"Uttar Pradesh",Chandauli,PMGSY-I,239,0,239,0,0,0,720.77,178.6437,697.004,159.8467,0
"Uttar Pradesh",Chitrakoot,PMGSY-III,13,0,9,0,4,0,93.988,82.54023,66.725,49.3575,27.213
"Uttar Pradesh",Deoria,PMGSY-II,14,0,14,0,0,0,95.115,60.33697,94.88,54.375,0
"Uttar Pradesh",Deoria,PMGSY-III,68,0,53,0,15,0,489.307,488.18066,399.169,307.4795,88.676
"Uttar Pradesh",Fatehpur,PMGSY-I,278,0,278,0,0,0,665.035,185.3795,649.31,175.8554,0
"Uttar Pradesh",Fatehpur,PMGSY-II,11,0,11,0,0,0,101.975,86.3941,101.465,78.3542,0
"Uttar Pradesh",Firozabad,PMGSY-III,28,0,28,0,0,0,200.245,140.0833,200.322,107.4919,0
"Uttar Pradesh","G.B. Nagar",PMGSY-I,179,0,179,0,0,0,429.785,98.8914,412.065,89.5028,0
"Uttar Pradesh",Ghazipur,PMGSY-I,252,0,252,0,0,0,717.532,206.8764,710.807,196.5916,0
"Uttar Pradesh",Gorakhpur,PMGSY-II,13,0,13,0,0,0,101.05,56.65087,101.05,48.8768,0
"Uttar Pradesh",Gorakhpur,PMGSY-III,46,0,38,0,8,0,266.2,207.6344,236.934,142.3848,28.49
"Uttar Pradesh",Hamirpur,PMGSY-I,106,0,106,0,0,0,392.265,106.43,380.93,95.8403,0
"Uttar Pradesh",Hapur,PMGSY-II,10,0,10,0,0,0,89.1,44.40788,87.035,35.877,0
"Uttar Pradesh",Hardoi,PMGSY-I,415,0,415,0,0,0,1190.986,359.2984,1180.089,329.0393,0
"Uttar Pradesh",Hathras,PMGSY-II,15,0,15,0,0,0,109.65,66.9426,108.885,49.7447,0
"Uttar Pradesh",J.B.F.Nagar,PMGSY-III,8,0,8,0,0,0,70.35,48.99476,68.695,38.8453,0
"Uttar Pradesh",Kannauj,PMGSY-III,16,0,16,0,0,0,111.208,101.61033,108.708,88.4766,0
"Uttar Pradesh","Kanpur Nagar",PMGSY-II,11,0,11,0,0,0,103.22,85.5865,103.22,77.4466,0
"Uttar Pradesh","Kanpur Nagar",PMGSY-III,35,0,30,0,5,0,263.995,211.71503,216.755,127.2016,43.6
"Uttar Pradesh",Kushinagar,PMGSY-III,63,0,61,0,2,0,420.655,338.88378,416.287,284.4545,1.7
"Uttar Pradesh",Lakhimpur-Kherii,PMGSY-I,342,0,342,0,0,0,941.685,281.3176,914.702,257.8866,0
"Uttar Pradesh",Lakhimpur-Kherii,PMGSY-III,40,1,39,0,1,1,385.833,331.25322,366.908,294.6506,13.99
"Uttar Pradesh",Lucknow,PMGSY-II,15,0,15,0,0,0,99.5,61.2842,99.162,55.7579,0
"Uttar Pradesh",Mainpuri,PMGSY-II,11,0,11,0,0,0,96.15,59.7914,93.331,48.2654,0
"Uttar Pradesh",Mathura,PMGSY-I,201,0,201,0,0,0,580.757,152.4311,571.651,145.1983,0
"Uttar Pradesh",Prayagraj,PMGSY-II,16,0,16,0,0,0,116.4,87.32012,116.38,76.9368,0
"Uttar Pradesh","Rae Bareli",PMGSY-II,12,0,12,0,0,0,116.9,87.66288,116,75.5848,0
"Uttar Pradesh",Rampur,PMGSY-III,26,0,26,0,0,0,167.12,94.59272,160.89,76.8543,0
"Uttar Pradesh","S.K. Nagar",PMGSY-I,236,0,236,0,0,0,598.98,162.2786,584.136,148.8684,0
"Uttar Pradesh","S.R. Nagar(Bhadohi)",PMGSY-I,155,0,155,0,0,0,361.535,93.3095,352.84,82.2786,0
"Uttar Pradesh",Shrawasti,PMGSY-I,163,0,163,0,0,0,478.9,169.204,470.436,152.8417,0
"Uttar Pradesh",Siddharathnagar,PMGSY-II,17,0,17,0,0,0,110.4,74.0974,110.3,63.3838,0
"Uttar Pradesh",Sitapur,PMGSY-II,11,0,11,0,0,0,92.775,77.9234,90.918,66.0692,0
"Uttar Pradesh",Sonebhadra,PMGSY-II,12,0,12,0,0,0,101.6,43.24026,99.45,41.1159,0
"Uttar Pradesh",Varanasi,PMGSY-I,282,0,282,0,0,0,658.588,129.20441,635.728,114.0043,0
Uttarakhand,Almora,PMGSY-III,20,0,2,0,18,0,238.672,169.98509,137.485,73.6946,101.188
Uttarakhand,Bageshwar,PMGSY-I,181,51,181,49,0,2,1495.507,764.22853,1449.526,745.8214,0
Uttarakhand,Bageshwar,PMGSY-II,9,0,9,0,0,0,52.125,31.849,52.125,30.9384,0
Uttarakhand,Haridwar,PMGSY-III,15,0,10,0,5,0,108.195,64.4125,96.11,51.6195,12.085
Uttarakhand,Nainital,PMGSY-I,135,26,135,23,0,3,1136.293,518.7988,1135.014,486.8524,0
Uttarakhand,Pithoragarh,PMGSY-III,26,5,2,0,24,5,375.502,343.16935,126.8,141.0789,248.702
Uttarakhand,Tehri,PMGSY-I,258,16,257,13,1,3,2097.752,1030.97501,2074.19,1001.5418,0
Uttarakhand,"Udham Singh Nagar",PMGSY-II,3,0,3,0,0,0,18,5.6079,17.605,5.2931,0
"West Bengal",Bankura,PMGSY-III,34,0,5,0,29,0,292.591,226.99115,56.878,39.9372,234.753
"West Bengal",Birbhum,PMGSY-III,34,0,12,0,22,0,271.26,182.4646,85.88,63.285,185.136
"West Bengal",Cooch-Behar,PMGSY-I,379,4,379,4,0,0,1251.68,495.71501,1248.466,458.8132,0
"West Bengal",Cooch-Behar,PMGSY-III,24,0,1,0,23,0,194.774,162.63756,4.87,26.9416,189.9
"West Bengal",Hooghly,PMGSY-III,10,1,2,0,8,1,65.788,50.86468,14.228,11.6468,51.518
"West Bengal",Howrah,PMGSY-I,325,0,325,0,0,0,1187.83,605.22187,1180.421,570.9688,0
"West Bengal",Kalimpong,PMGSY-II,6,2,6,1,0,1,65.472,89.1983,65.257,85.7693,0
"West Bengal",Kalimpong,PMGSY-III,9,0,0,0,9,0,66.097,51.2233,0,1.3896,66.097
"West Bengal",Maldah,PMGSY-I,200,1,200,1,0,0,1416.876,662.56652,1394.504,589.4175,0
"West Bengal",Murshidabad,PMGSY-II,14,0,14,0,0,0,162.946,105.63891,162.849,99.9851,0
"West Bengal",Nadia,PMGSY-II,14,0,14,0,0,0,132.955,121.22049,132.693,97.3562,0
"West Bengal","North 24 Parganas",PMGSY-III,51,0,11,0,40,0,302.53,215.07294,85.968,67.3683,216.166
"West Bengal","Paschim Medinipur",PMGSY-I,732,0,732,0,0,0,3686.237,2004.87157,3666.523,1915.3207,0
"West Bengal","Purba Burdwan",PMGSY-III,27,1,4,0,23,1,262.32,224.35171,23.98,16.062,238.34
"West Bengal","Purba Medinipur",PMGSY-II,11,2,11,2,0,0,101.85,82.46289,101.408,77.8186,0
"West Bengal","Siliguri M.P.",PMGSY-III,7,0,1,0,6,0,44.827,28.08356,7.914,5.5249,36.908
"West Bengal","South 24-Parganas",PMGSY-I,312,0,312,0,0,0,1603.63,838.973,1559.633,804.2258,0
"Andaman And Nicobar",Nicobar,PMGSY-I,3,0,3,0,0,0,2.969,1.3857,2.969,1.1082,0
"Andhra Pradesh","Alluri Sitharama Raju",PMGSY-I,472,17,467,16,5,1,1952.378,775.6992,1809.482,702.0291,24.34
"Andhra Pradesh",Annamayya,PMGSY-II,6,0,6,0,0,0,42.6,19.726,39.315,16.685,0
"Andhra Pradesh",Annamayya,PMGSY-III,55,1,35,0,20,1,412.738,234.54631,248.484,127.8183,157.275
"Andhra Pradesh",Bapatla,PMGSY-I,128,13,128,13,0,0,320.363,78.5873,305.542,75.079,0
"Andhra Pradesh",Eluru,PMGSY-I,175,2,175,2,0,0,421.675,99.6221,417.125,114.8553,0
"Andhra Pradesh",Kakinada,PM-JANMAN,3,0,0,0,3,0,19.15,16.103,0,0,19.15
"Andhra Pradesh",Krishna,PMGSY-II,8,0,8,0,0,0,58.52,46.9895,57.715,41.1926,0
"Andhra Pradesh",Nellore,PMGSY-I,227,39,227,39,0,0,901.696,250.6012,862.573,239.3714,0
"Andhra Pradesh",Nellore,PMGSY-II,8,0,8,0,0,0,70.21,36.4185,65.296,29.3427,0
"Andhra Pradesh",Palnadu,PMGSY-II,7,1,7,1,0,0,80.46,44.8013,79.551,42.3108,0
"Andhra Pradesh",Prakasam,PMGSY-III,17,5,15,0,2,5,158.464,143.225,138.139,79.8574,17.05
"Andhra Pradesh","Sri Sathya Sai",PMGSY-I,412,13,412,13,0,0,1306.855,311.3505,1272.137,304.013,0
"Andhra Pradesh",Srikakulam,PMGSY-I,211,7,211,7,0,0,561.36,123.0353,560.68,120.4759,0
"Andhra Pradesh",Srikakulam,RCPLWEA,12,1,10,1,2,0,68.146,54.8566,63.047,49.2557,1.678
"Andhra Pradesh",Srikakulam,PMGSY-III,16,10,16,1,0,9,121.865,133.01448,118.387,77.3338,0
"Andhra Pradesh",Srikakulam,PM-JANMAN,6,0,0,0,6,0,13.7,10.24,0,0,13.7
"Andhra Pradesh",Tirupati,PMGSY-III,20,7,19,0,1,7,139.514,124.52347,136.29,50.4769,0.217
"Andhra Pradesh",Vizianagaram,PMGSY-II,11,0,11,0,0,0,80.5,40.985,79.69,34.0148,0
"Andhra Pradesh","West Godavari",PMGSY-II,12,0,12,0,0,0,72.265,44.5357,71.335,35.3485,0
"Andhra Pradesh","Y S R Kadapa",PMGSY-II,10,0,10,0,0,0,63.67,28.4113,62.345,28.3906,0
"Arunachal Pradesh",Changlang,PMGSY-III,7,1,1,0,6,1,99.212,69.33035,6.3,4.3334,92.912
"Arunachal Pradesh","Dibang Valley",PMGSY-III,3,3,0,0,3,3,26.2,47.3487,0,8.3612,26.2
"Arunachal Pradesh","East Siang",PMGSY-III,6,2,4,2,2,0,38.1,31.727,27.4,23.9322,10.2
"Arunachal Pradesh",Kamale,PMGSY-III,2,0,1,0,1,0,12.3,9.3786,6,6.5202,6.3
"Arunachal Pradesh","Kra Daadi",PMGSY-I,49,18,43,14,6,4,1141.642,926.1711,1018.92,919.6231,118.472
"Arunachal Pradesh","Kra Daadi",PMGSY-II,2,0,2,0,0,0,11,10.6034,11,11.3703,0
"Arunachal Pradesh","Kurung Kumey",PMGSY-III,6,2,3,0,3,2,50.5,46.1188,24.5,15.3243,26
"Arunachal Pradesh","Lepa Rada",PMGSY-I,27,1,27,1,0,0,172.85,103.1735,171.339,95.712,0
"Arunachal Pradesh",Longding,PMGSY-II,3,0,3,0,0,0,13.7,13.372,13.7,11.7885,0
"Arunachal Pradesh",Longding,PMGSY-III,18,0,0,0,18,0,147.27,137.28173,22.1,62.2341,125.17
"Arunachal Pradesh","Lower Dibang Valley",PMGSY-II,4,0,4,0,0,0,18,8.82247,18,7.9,0
"Arunachal Pradesh","Lower Siang",PMGSY-III,6,14,0,4,6,10,92.922,129.3545,5.2,66.5889,87.722
"Arunachal Pradesh","Lower Subansiri",PMGSY-I,47,5,47,5,0,0,423.66,271.7823,418.505,268.5026,0
"Arunachal Pradesh",Namsai,PMGSY-III,10,2,1,0,9,2,64.22,40.1367,7.07,7.4153,57.15
"Arunachal Pradesh","Pakke kessang",PMGSY-II,1,0,1,0,0,0,15.6,8.6733,15.6,7.7458,0
"Arunachal Pradesh","Papum Pare",PMGSY-I,86,26,86,26,0,0,761.99,634.5073,755.51,668.5941,0
"Arunachal Pradesh","Papum Pare",PMGSY-II,6,6,6,6,0,0,73.13,106.784,69.02,101.1039,0
"Arunachal Pradesh",Tirap,PMGSY-II,2,0,2,0,0,0,11,8.2416,11,7.9419,0
"Arunachal Pradesh","West Siang",PMGSY-I,58,6,57,6,1,0,417.79,264.6555,399.43,263.6697,18.5
"Arunachal Pradesh","West Siang",PMGSY-III,13,4,5,1,8,3,92.01,90.4337,24.8,38.8004,67.21
Assam,Barpeta,PMGSY-I,411,160,406,158,5,2,1326.201,1315.1108,1300.301,1389.5098,13.07
Assam,Barpeta,PMGSY-III,31,7,23,3,8,4,205.729,164.56276,165.367,132.6629,39.912
Assam,Bongaigaon,PMGSY-II,4,1,4,1,0,0,19.904,14.2269,19.904,14.04,0
Assam,Cachar,PMGSY-III,35,5,29,3,6,2,185.869,137.10955,160.883,113.4925,24.96
Assam,Chirang,PMGSY-II,4,4,4,4,0,0,25.065,24.2265,25.065,25.1141,0
Assam,Darrang,PMGSY-I,237,45,237,45,0,0,826.613,541.39573,824.636,602.1804,0
Assam,Dhemaji,PMGSY-I,280,126,280,126,0,0,1141.823,1150.57087,1142.147,1169.015,0
Assam,Goalpara,PMGSY-I,375,69,375,69,0,0,1064.279,694.17209,1060.507,768.416,0
Assam,Golaghat,PMGSY-I,304,5,304,5,0,0,1204.084,611.48229,1203.511,624.9292,0
Assam,Golaghat,PMGSY-II,9,0,9,0,0,0,88.092,59.8113,88.092,63.9656,0
Assam,Hailakandi,PMGSY-III,19,0,13,0,6,0,131.043,75.45408,89.338,48.8162,41.601
Assam,Jorhat,PMGSY-I,367,24,367,24,0,0,1039.818,599.56406,1035.553,664.3945,0
Assam,Jorhat,PMGSY-II,10,1,10,1,0,0,61.25,53.6937,61.25,54.5213,0
Assam,Kokrajhar,PMGSY-III,7,3,4,2,3,1,78.087,64.31841,40.52,26.3262,37.567
